Date,Year,Month,Day,Location,City,State,Plastic drink bottles,Food wrappers,Plastic grocery bags,"Plastic bags (Zip-loc, etc)",Straws/stirrers,Utensils,Plastic cups/plates,Plastic take away containers,Plastic bottle caps,Plastic lids,Cigarettes,Vaping cartidges/pods,Cigar tips,Personal hygiene,Dental/floss picks,Tampons/applicators,Wipes,Toys,Balloons,Lighters,Shotgun shells/wadding,Strapping bands,Zip-ties,Shipping/packaging,Plastic sheeting/tape,Oil/lube bottles,Bleach/cleaner bottles,Masks (reusable/fabric),Masks (disposable),Gloves (disposable),Hand sanitizer,Cans,Metals caps/lids,Batteries,Metal pieces,Glass bottles,Glass pieces,Tires,Rubber pieces,Shoes,Fabric pieces,Clothing/towels/gloves,Paper straws,Paper bags,Paper cups/plates,Paper/tissues/napkins,Paper Shipping/packaging,Bait containers/crates,Lobster claw bands,Fishing nets,Lures and lightsticks,Derelict traps/trap pieces,Buoys/floats,Rope,Micro plastic 0-5mm,SMALL plastic 5-30mm,LARGE plastic >30mm,Line/net fiber: MICRO 0-5mm,Line/net fiber: SMALL 5-30mm,Line/net fiber: LARGE >30mm,Resin Pellets,BBs/beads,Foam cups/plates,Foam take away containers,Micro foam 0-5mm,SMALL foam 5-30mm,LARGE foam >30mm,Dock Foam (any size),Foam Toys,Foam Toys (water/pool),Foam Shipping/packaging,Foam Buoys,Foam Coolers,Pink Construction Foam,Blue Construction Foam,Construction Foam w Foil,Foam Meat Trays,Home & garden items,Car/boat parts,Other,Unidentified pieces,Type of cleanup,Type of location,Distance cleaned (miles),Duration (hrs),Start time,End time,Weather,Weather (wind knots),Recent weather,Tide,Flow,Recent events,Total weight (lb),# of participants,Unusual items,Notes/comments,Plastic Total,PPE Total,Metal Total,Glass/Rubber Total,Paper/Cloth Total,Fishing Debris Total,"Microplastics, Fibers, Fragments Total",Foam Total,Other Total,Total Total,Outlier
4/14/12,2012,April,14,NSHOF Surface,,,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dip net,,,,,,,,,,,,0.10,-,,,11.00,0.00,0.00,0.00,2.00,0.00,3.00,5.00,0.00,11.00,
4/15/12,2012,April,15,Potemac cleanup,,,4,3,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,2,5,0,3,1,0,2,3,9,13,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,Shoreline (hands),,,,,,,,,,,,20.00,2.00,,,14.00,0.00,9.00,0.00,6.00,14.00,29.00,13.00,9.00,23.00,O
4/15/12,2012,April,15,Bar Mitzvah Project,,,97,40,31,0,11,16,0,0,18,0,24,0,12,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,23,0,0,9,19,0,0,0,0,0,5,0,17,0,26,2,5,0,3,1,0,2,3,9,113,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,Shoreline (hands),,,,,,,,,,,,20.00,27.00,,,255.00,0.00,32.00,19.00,50.00,14.00,129.00,13.00,9.00,264.00,O
4/17/12,2012,April,17,Susquehanna Riverside,,,0,5,4,0,0,1,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,3,0,1,1,0,0,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,Shoreline (hands),,0.01,,,,,,,,,,,2.00,,,35.00,0.00,14.00,0.00,6.00,6.00,117.00,1.00,18.00,53.00,O
4/17/12,2012,April,17,Schulkyll River @ boathouse row,,PA,42,12,1,0,0,14,0,0,10,0,0,0,0,2,0,0,0,7,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Dip net,,0.00,,,,,,,,,,15.00,2.00,,,92.00,0.00,1.00,1.00,3.00,2.00,18.00,61.00,2.00,94.00,O
4/19/12,2012,April,19,Independence Seaport Museum,,,0,11,2,0,2,2,0,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dip net,,0.02,,,,,,,,,,,92.00,,,26.00,0.00,1.00,0.00,1.00,0.00,8.00,2.00,0.00,26.00,O
6/4/12,2012,June,4,Seapoint Beach,Kittery,ME,8,80,30,0,8,5,0,0,43,1,3,0,8,1,0,1,0,7,47,1,13,0,21,2,3,0,1,0,0,0,0,7,0,0,1,12,0,0,36,0,1,3,0,3,0,0,3,6,0,1,0,23,0,72,1,149,43,13,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,51,0,Shoreline (hands),,0.09,2.00,,,,,,,,,65.80,6.00,,"Other items: mooring line, dogbed, non-skid pads, hook set discs, absorbant, oil absorbant pads, sail tie, aerosol can",283.00,0.00,8.00,48.00,10.00,102.00,211.00,40.00,55.00,338.00,O
6/5/12,2012,June,5,KPYY mooring,,,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dip net,,,>1,,,,,,,,,2.00,7.00,,"large styrofoam block with lots of marine life: tunicates, swimming anemones",6.00,0.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,6.00,O
6/6/12,2012,June,6,Odiorne Point State Park,Rye,NH,1,5,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shoreline (hands),,0.09,1.00,,,,,,,,,5.00,5.00,,Other item: home depot bucket in perfect condition,14.00,0.00,1.00,0.00,1.00,2.00,1.00,3.00,1.00,15.00,
6/6/12,2012,June,6,Sailing out of Prtsmth harbor- surface,Portsmouth,NH,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Dip net,,0.06,>1,,,,,,,,,3.00,7.00,,,7.00,0.00,0.00,0.00,1.00,1.00,3.00,9.00,2.00,9.00,O
6/7/12,2012,June,7,Isles of Shoals mooring,Rye,NH,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dip net,,,>1,,,,,,,,,1.00,7.00,,"Other item: hook set disc, glass bottle retrieved from ROV",4.00,0.00,0.00,1.00,0.00,1.00,2.00,5.00,1.00,5.00,
6/7/12,2012,June,7,Neuston net off Isles of Shoals,Rye,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neuston net,,0.62,,,,,,,,,,,7.00,,,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1.00,0.00,0.00,O
6/7/12,2012,June,7,Neuston net outside Prtsmth harbor entrance,Portsmouth,NH,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,8,0,12,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neuston net,,0.62,,,,,,,,,,,7.00,,Plastic bag retrieved with Dip net,3.00,0.00,0.00,1.00,0.00,0.00,189.00,190.00,0.00,3.00,O
6/8/12,2012,June,8,Opportunistic Neuston net in Prtsmth harbor entrance,Portsmouth,NH,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neuston net,,0.62,,,,,,,,,,,7.00,,,2.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,2.00,O
6/12/12,2012,June,12,Rich's Head Beach,Frenchboro,ME,70,87,68,0,5,37,0,0,61,1,5,0,1,2,0,2,0,3,13,4,51,0,66,0,3,11,7,0,0,0,0,7,0,0,13,0,0,0,0,2,16,16,0,3,0,6,9,65,0,8,2,39,27,648,8,66,110,59,28,99,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,16,2,14,1094,Shoreline (hands),,0.06,,,,,,,,,,,9.00,,"other includes 1 aersol can, 2 barrells, 2 rubber tubings, 5 escape doors and 4 hook set disks",497.00,0.00,20.00,0.00,52.00,789.00,370.00,140.00,1126.00,1623.00,O
6/13/12,2012,June,13,Rich's Head Beach,Frenchboro,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4993,Shoreline (hands),,0.10,4.00,,,,,,,,,,9.00,,other is 5 Hookset disks,0.00,0.00,0.00,0.00,0.00,228.00,0.00,0.00,4998.00,4998.00,O
6/14/12,2012,June,14,Rich's Head Beach,Frenchboro,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406,Shoreline (hands),,0.01,3.00,,,,,,,,,,12.00,,"Too much trash to count other than number. Overwhelming amount of fishing gear, buoys, bleach and oil bottles, water bottles and more",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4406.00,4406.00,O
6/16/12,2012,June,16,Rockland Public Landing,Rockland,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ROV,,0.01,,,,,,,,,,5.00,25.00,,28 people attended the education day other is 2 parts of bicycle,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,
6/17/12,2012,June,17,Rockland Public Landing,Rockland,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ROV,,0.01,,,,,,,,,,30.00,25.00,,17 people attended the education day other includes a bike,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,
6/19/12,2012,June,19,Isles of Shoals (3 tows),Rye,NH,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,5,0,29,1,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Neuston net,,1.86,,,,,,,,,,,8.00,,"Three tows were done. The plastic bag is from the surface. Other includes 4 hookset disks, 1 piece of charcoal and one dehumidifying absorbant piece",6.00,0.00,0.00,0.00,1.00,0.00,81.00,30.00,6.00,12.00,O
6/21/12,2012,June,21,KPYY Mooring,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Neuston net,,,,,,,,,,,,,8.00,,Basker test alongside neuston net. Debris taken from KPYY docks. Other is 1 hookset disk. The zip tie and the 2 large platics were picked from bucket by hand,1.00,0.00,0.00,0.00,1.00,0.00,6.00,11.00,1.00,2.00,O
6/27/12,2012,June,27,"Jenness Beach, NH w/ Blue Ocean Society",Jenness Beach,NH,67,87,34,0,26,11,0,0,53,0,343,0,1,8,0,0,0,5,6,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,26,0,0,29,0,0,7,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,Shoreline (hands),,0.07,2.00,,,,,,,,,20.00,18.00,,"other include 1 pile dog waste, 1 cigar wrapper, 4 lollipop sticks, 29 fireworks, 1 sunglass lens, 4 hookset discs",644.00,0.00,3.00,6.00,1.00,28.00,36.00,573.00,40.00,684.00,O
6/28/12,2012,June,28,America's Cup-Newport through 7/1/12,,,0,11,2,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,ROV,,0.17,1.00,,,,,,,,,5.00,1460.00,,"6 RP people, 1460 participant. Lots of PVC pipes used on chains along the dock. No current",24.00,0.00,3.00,1.00,4.00,3.00,4.00,1.00,13.00,37.00,O
7/6/12,2012,July,6,"Memorial Wharf, Edgartown, MA & 7/8/12",Edgartown,MA,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,ROV,,,,,,,,,,,,80.00,251.00,,"4 RP people, ~250 participants, other include fishing rod",3.00,0.00,3.00,9.00,1.00,1.00,5.00,0.00,2.00,5.00,
7/8/12,2012,July,8,"Gut @ Cape Pogue, MA",Cape Pogue,MA,0,13,3,0,2,7,0,0,5,0,5,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,3,5,0,0,4,0,0,0,0,0,0,8,2,1,0,0,2,0,0,5,2,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Shoreline (hands),,0.17,>1,,,,,,,,,5.00,12.00,,"w/ Murphy family, other is 2 balloon ribbons & 1 laundry sheet, found windshield wiper",42.00,0.00,4.00,9.00,10.00,8.00,14.00,5.00,3.00,45.00,O
7/9/12,2012,July,9,"Edgartown Yacht Club Junior Program, MA",,MA,0,23,0,0,6,4,0,0,7,0,298,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Shoreline (hands),,0.03,1.00,,,,,,,,,,36.00,,"2 RP people, ~20 kids, other includes 6 pennies, 1 golf tee, & 1 cork",342.00,0.00,5.00,9.00,13.00,0.00,8.00,0.00,8.00,350.00,O
7/10/12,2012,July,10,Edgartown Yacht Club Lunch w/ a View,,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ROV,,,>1,,,,,,,,,0.20,40.00,,other include votive candle holder and piece of paper,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,
7/11/12,2012,July,11,Providence STEM program @ Community Boating Center - Indian Point Park,Providence,RI,41,65,7,0,23,11,0,0,65,2,235,0,0,0,0,3,0,1,4,1,0,0,1,0,6,0,0,0,0,0,0,12,0,0,1,7,0,0,0,0,0,8,0,8,0,21,1,0,0,0,0,0,0,0,2,31,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,Shoreline (hands),,0.50,2.00,partner,,,,,,,,,26.00,,"done by STEM kids in school, RP not present",465.00,0.00,13.00,7.00,38.00,0.00,35.00,9.00,10.00,475.00,O
7/11/12,2012,July,11,RP Sail Cutty Hunk Waters,Gosnold,MA,3,35,19,0,1,8,0,0,9,1,3,0,0,1,0,0,0,0,22,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,0,2,0,0,7,0,0,3,0,0,0,2,23,0,0,0,5,0,0,5,20,8,18,4,6,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,Dip net,,0.06,1.00,,,,,,,,,90.00,6.00,,"dead bird in middle; 2 boat hooks, 1 pole, 1 dipnet, other include 1 corn cob, 1 chapstick, 1 water bottle, 1 plastic bait barrel, 1 shoe insert, 1 plastic crate; interesting items include package of 2 cucumbers, NOAA mail package, 2 large burlap sacks",109.00,0.00,1.00,9.00,28.00,10.00,58.00,23.00,10.00,119.00,O
7/12/12,2012,July,12,Providence Community Boating Center,Providence,RI,0,26,0,0,2,0,0,0,8,0,27,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,14,9,0,0,0,0,0,0,3,0,30,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Shoreline (hands),,0.01,>1,,,,,,,,,0.20,7.00,,"5 kids, 2 RP, other include 1 crayon and 1 fiber glass",68.00,0.00,1.00,3.00,23.00,3.00,36.00,22.00,2.00,70.00,O
7/12/12,2012,July,12,Providence Community Boating Center,Providence,RI,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,ROV,,0.17,>1,,,,,,,,,0.25,60.00,,"~60 kids throughout day, dive off docked AP, other include 1 dorm key on lanyard, 1 chewed gum, 1iphone headphones, the rope had rudder pin attached",6.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,4.00,10.00,
7/13/12,2012,July,13,Providence Community Boating Center,Providence,RI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ROV,,0.17,>1,,,,,,,,,0.10,30.00,,other include 1 zipper,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,
